ID;Type of Car;Visits to Website;Visits to Dealer;HH Rank;Age;Income;Net Worth;Credit Lines;Education;Num Kids;Years in Home;Num People;Home Value
282658;Basic Sedan;1;0;1;61;9;4;2;1;0;15;1;5
282678;Luxury Sedan;1;0;1;45;18;9;1;2;2;9;3;16
282696;SUV;1;0;1;48;19;8;1;3;3;10;3;10
282713;Luxury Sedan;1;0;1;54;14;8;1;3;2;15;4;11
282719;Basic Sedan;1;0;1;58;18;9;1;3;3;15;2;14
282793;Luxury Sedan;2;0;1;81;7;9;1;2;0;0;2;4
282807;Luxury Sedan;1;0;1;74;16;9;1;2;0;15;3;15
282836;SUV;2;0;1;38;15;7;1;3;4;10;2;8
282849;SUV;2;0;1;36;18;8;1;1;4;5;2;15
282872;Basic Sedan;2;0;1;35;13;7;1;1;2;7;2;5
282873;Luxury Sedan;1;0;1;62;14;7;1;4;0;15;4;11
282879;Luxury Sedan;1;0;1;74;14;6;2;3;0;15;3;5
282901;Luxury Sedan;2;0;1;80;18;9;4;3;0;15;4;18
282911;Luxury Sedan;1;2;1;59;14;8;7;1;0;15;2;11
282958;SUV;1;0;1;49;18;4;2;2;6;9;2;11
282979;Luxury Sedan;2;0;1;58;18;8;2;3;1;15;1;10
283079;Basic Sedan;2;0;1;73;16;7;6;2;0;9;2;12
283159;Basic Sedan;2;0;1;73;11;4;2;1;0;0;3;11
283208;Basic Sedan;1;0;1;49;15;7;1;2;0;15;2;8
283239;Basic Sedan;1;0;1;78;1;7;2;1;1;15;1;5
283334;Pickup Truck;1;0;1;70;5;7;1;1;4;14;4;8
283419;SUV;1;0;1;49;16;7;2;2;3;13;2;13
283428;SUV;1;0;1;49;8;5;1;1;4;3;2;3
283431;Luxury Sedan;1;0;1;72;17;9;1;2;0;15;3;15
283442;Pickup Truck;1;0;1;60;15;7;2;1;1;15;4;9
283452;SUV;1;0;1;42;15;4;2;2;3;13;2;6
283472;Basic Sedan;1;0;1;55;19;9;1;1;4;11;2;14
283513;SUV;1;0;1;46;19;9;1;2;4;1;3;15
283524;Basic Sedan;1;0;1;56;14;7;2;2;1;15;3;5
283568;SUV;1;0;1;44;19;9;1;3;4;2;2;16
283593;Luxury Sedan;1;0;1;78;14;9;5;1;0;15;3;11
283597;Luxury Sedan;1;0;1;73;13;9;3;2;0;11;2;12
283653;Basic Sedan;2;0;1;51;6;2;1;2;1;15;2;8
283673;Luxury Sedan;1;0;1;57;15;9;1;3;2;8;4;16
283677;Luxury Sedan;2;0;1;67;15;9;1;2;1;15;4;12
283686;Luxury Sedan;2;0;1;62;16;9;6;3;1;15;3;12
283734;Luxury Sedan;2;0;1;69;9;4;3;1;3;15;3;4
283855;SUV;1;0;1;54;15;7;1;2;4;15;3;10
283881;Pickup Truck;1;0;1;65;15;7;3;1;1;11;4;8
283913;Luxury Sedan;1;0;1;73;15;9;1;3;0;15;1;16
283922;Luxury Sedan;1;0;1;60;18;9;1;3;1;15;3;16
283928;Luxury Sedan;1;0;1;47;15;8;1;1;2;15;3;14
283951;Basic Sedan;1;0;1;52;8;6;1;1;2;15;2;7
283979;Luxury Sedan;2;0;1;75;12;8;1;2;1;15;3;6
283984;Basic Sedan;1;0;1;60;17;7;1;2;1;15;6;8
283985;Luxury Sedan;1;0;1;67;15;8;1;3;0;13;4;15
284034;Luxury Sedan;1;0;1;66;15;9;1;2;2;11;2;16
284035;Basic Sedan;1;0;1;70;7;4;1;1;1;15;3;8
284051;Luxury Sedan;1;0;1;61;19;9;2;3;1;15;3;19
284091;Luxury Sedan;2;0;1;68;12;8;3;2;3;15;2;7
284093;SUV;1;0;1;42;15;7;3;2;4;10;2;12
284171;SUV;1;0;1;48;17;7;1;2;5;15;2;11
284216;Luxury Sedan;1;0;1;86;14;9;1;3;0;15;1;17
284229;SUV;1;0;1;52;17;9;2;2;3;15;4;15
284329;Luxury Sedan;1;0;1;76;14;8;1;2;0;15;1;7
284355;Luxury Sedan;2;0;1;70;15;9;1;3;0;9;3;15
284414;Luxury Sedan;1;0;1;54;17;9;2;2;2;14;3;15
284430;Luxury Sedan;1;0;1;74;14;9;1;3;0;15;3;17
284474;SUV;2;0;1;49;15;7;1;1;3;14;2;5
284499;Luxury Sedan;1;0;1;54;15;6;1;3;2;11;3;7
284518;Pickup Truck;1;0;1;70;4;7;3;4;3;15;3;4
284533;SUV;1;0;1;41;15;6;1;1;3;1;2;11
284552;SUV;1;0;1;50;19;9;3;1;6;13;3;18
284562;Luxury Sedan;1;0;1;71;19;9;1;3;1;15;4;9
284641;Pickup Truck;2;1;1;78;14;8;3;3;3;15;3;10
284660;Basic Sedan;1;0;1;63;11;5;3;1;4;15;2;4
284696;SUV;1;0;1;43;13;2;7;1;3;15;3;9
284699;Luxury Sedan;1;0;1;50;19;9;1;2;2;15;2;18
284732;Basic Sedan;2;0;1;51;14;4;4;2;2;12;3;4
284736;SUV;2;0;1;44;17;8;1;2;6;12;2;14
284825;Luxury Sedan;1;0;1;47;19;9;3;2;2;0;2;19
284832;Luxury Sedan;1;0;1;62;17;9;2;1;1;12;2;17
284876;SUV;2;0;1;54;15;7;4;3;3;15;3;4
284895;SUV;2;0;1;52;15;8;1;1;5;15;2;8
284973;Luxury Sedan;1;1;1;55;14;6;1;3;1;11;4;4
285116;Basic Sedan;2;0;1;57;13;5;1;4;1;15;2;4
285170;SUV;1;0;2;54;14;6;5;1;1;15;4;7
285261;SUV;1;0;1;46;16;8;1;2;3;14;2;14
285263;Luxury Sedan;2;0;1;78;14;8;2;1;0;15;2;10
285276;Basic Sedan;1;0;1;70;14;7;4;2;4;15;3;7
285357;Luxury Sedan;2;0;1;45;15;8;2;2;2;3;2;15
285362;Luxury Sedan;1;0;1;58;17;8;4;2;1;15;4;15
285408;Luxury Sedan;1;0;1;71;14;9;1;1;0;15;2;6
285448;Basic Sedan;2;0;1;60;14;7;2;2;2;15;2;13
285488;Basic Sedan;2;0;1;56;19;9;5;2;4;15;4;16
285523;Basic Sedan;2;0;1;64;12;3;3;1;1;15;2;7
285540;Basic Sedan;2;0;1;75;14;8;1;1;6;15;4;10
285594;Luxury Sedan;1;0;1;74;9;4;2;1;4;15;3;5
285599;Basic Sedan;1;0;1;57;10;6;1;2;1;15;1;4
285647;Basic Sedan;2;0;1;80;13;5;1;1;6;15;4;6
285650;SUV;2;0;1;62;13;8;1;1;3;15;4;4
285670;Luxury Sedan;1;0;2;81;11;8;1;1;1;15;2;9
285672;Basic Sedan;2;2;1;53;15;7;1;1;0;15;3;11
285673;Luxury Sedan;2;0;1;76;19;9;1;3;2;15;4;18
285726;Luxury Sedan;1;0;1;49;19;9;1;3;1;0;2;18
285741;Luxury Sedan;2;1;1;67;14;8;3;3;1;3;5;14
285806;Basic Sedan;1;0;1;78;3;2;2;2;2;15;4;4
285903;Luxury Sedan;2;0;1;65;13;7;2;3;1;15;3;10
285911;Basic Sedan;1;0;1;58;17;7;2;1;1;13;3;10
285960;Luxury Sedan;1;0;1;70;14;8;1;3;0;15;3;7
285978;Luxury Sedan;1;0;1;58;8;2;2;4;4;8;3;3
286000;SUV;2;0;1;44;13;7;1;2;5;14;2;8
286029;Basic Sedan;1;0;1;86;13;5;1;2;0;15;2;3
286090;Luxury Sedan;2;0;2;72;14;8;1;2;0;15;2;13
286126;Pickup Truck;2;0;1;67;15;7;9;1;3;15;2;7
286172;Basic Sedan;1;0;1;72;10;6;2;2;1;15;2;6
286190;SUV;1;0;1;72;10;5;1;2;5;15;4;5
286215;Luxury Sedan;1;0;1;66;13;7;1;1;3;15;2;13
286229;Luxury Sedan;1;0;1;79;15;8;1;2;2;15;3;1
286231;Basic Sedan;1;0;1;62;15;7;1;1;2;15;3;8
286255;SUV;2;0;1;60;15;6;2;3;4;12;3;8
286269;Luxury Sedan;1;0;1;75;14;9;5;2;0;14;2;6
286319;Basic Sedan;1;0;1;69;18;9;4;2;3;15;3;17
286326;Luxury Sedan;2;0;1;58;14;4;1;1;3;15;4;6
286331;SUV;1;0;1;47;14;2;1;2;5;8;2;5
286455;Basic Sedan;1;0;1;54;6;6;2;4;1;15;3;3
286462;Pickup Truck;2;0;1;70;15;9;1;2;3;11;4;13
286532;Luxury Sedan;2;0;1;68;13;8;1;1;1;15;3;12
286706;Luxury Sedan;2;0;1;91;12;8;4;2;0;15;1;7
286841;Luxury Sedan;1;0;1;87;14;9;1;3;0;15;2;11
286864;Basic Sedan;2;0;1;74;14;4;1;1;5;15;3;7
286880;Luxury Sedan;2;0;1;62;15;9;2;3;0;15;3;17
286898;Luxury Sedan;2;0;1;72;15;9;1;3;0;15;2;17
286994;SUV;2;1;1;52;14;6;2;1;4;15;2;5
287034;SUV;2;0;1;48;14;2;2;2;6;15;3;3
287046;SUV;1;0;1;45;15;6;1;1;4;2;2;8
287065;Basic Sedan;1;1;1;62;11;7;5;3;0;15;1;6
287091;SUV;2;0;1;51;19;9;1;2;4;4;2;16
287144;Luxury Sedan;1;0;1;72;12;9;4;2;0;15;3;17
287161;Luxury Sedan;2;0;1;43;19;9;3;1;0;2;2;18
287163;Luxury Sedan;1;0;1;54;15;6;1;2;2;7;3;8
287254;Luxury Sedan;2;0;1;60;15;9;5;3;1;15;2;13
287299;Basic Sedan;2;0;1;65;10;2;1;1;2;15;1;4
287320;Basic Sedan;1;0;1;55;17;7;1;1;2;2;2;9
287342;SUV;2;2;1;52;15;9;3;1;4;15;1;14
287376;Luxury Sedan;1;0;1;70;13;9;3;3;0;15;1;13
287378;Luxury Sedan;1;0;2;54;15;9;1;2;2;15;3;13
287379;Luxury Sedan;1;0;1;70;14;9;3;1;0;15;4;15
287387;Luxury Sedan;2;2;1;60;18;9;2;3;0;1;3;17
287406;Luxury Sedan;1;0;1;76;15;9;1;3;0;15;3;10
287491;Basic Sedan;2;0;1;65;14;8;2;1;4;15;3;14
287500;Basic Sedan;1;0;1;62;17;7;1;2;1;15;2;11
287529;Luxury Sedan;1;0;1;75;14;8;2;2;1;10;3;10
287547;SUV;1;0;1;44;17;8;2;2;4;10;1;15
287574;Luxury Sedan;1;0;1;72;14;9;1;1;0;15;2;9
287596;Luxury Sedan;1;0;1;75;15;9;1;3;0;13;2;8
287633;Basic Sedan;1;0;1;60;15;4;1;2;2;15;2;7
287641;SUV;2;0;1;42;14;5;1;3;4;12;2;8
287643;Luxury Sedan;2;0;1;71;15;9;1;2;0;15;3;17
287660;Luxury Sedan;2;0;1;57;16;9;2;2;1;15;1;12
287664;Basic Sedan;1;0;1;49;8;5;1;1;1;6;2;4
287673;SUV;1;0;1;33;19;9;1;1;3;15;2;18
287674;Luxury Sedan;1;0;1;63;15;9;1;2;1;15;3;13
287676;Basic Sedan;1;0;1;56;15;9;2;2;4;15;3;11
287690;SUV;2;0;1;50;14;7;4;2;1;15;2;5
287693;Luxury Sedan;2;0;1;71;14;9;3;2;1;15;3;17
287728;Luxury Sedan;1;0;1;63;16;9;1;2;0;15;1;18
287741;Luxury Sedan;2;0;1;61;18;8;1;2;2;14;3;10
287786;SUV;1;0;1;53;15;9;2;3;4;12;1;19
287805;Luxury Sedan;1;0;1;52;14;6;3;2;2;10;4;9
287876;Luxury Sedan;2;0;1;62;14;8;2;2;0;15;3;13
287913;SUV;1;0;1;51;14;4;4;1;5;15;3;4
287952;Basic Sedan;2;2;1;70;14;4;2;2;0;14;2;5
288022;Luxury Sedan;1;0;1;61;16;8;1;1;1;15;4;15
288023;Luxury Sedan;1;0;1;77;15;9;1;1;0;15;2;10
288047;Luxury Sedan;2;1;1;90;18;9;2;2;0;15;2;13
288053;Basic Sedan;1;0;1;69;14;7;1;3;1;15;5;6
288132;Basic Sedan;1;0;1;57;15;7;2;1;1;15;5;8
288153;Luxury Sedan;1;0;1;57;6;6;1;1;3;15;6;5
288170;SUV;2;0;1;48;17;7;1;3;2;15;2;12
288200;Basic Sedan;1;0;1;61;15;4;1;3;2;15;4;4
288211;SUV;1;0;1;39;13;7;1;3;3;11;1;10
288260;Luxury Sedan;1;0;1;62;15;9;1;2;1;15;2;6
288274;Luxury Sedan;1;0;1;39;19;9;1;1;1;2;2;17
288297;Luxury Sedan;1;0;1;61;15;5;1;1;5;12;4;9
288345;Luxury Sedan;1;0;1;62;19;9;1;2;1;14;2;12
288352;Basic Sedan;1;0;1;62;14;4;1;1;0;15;3;7
288358;Luxury Sedan;1;0;1;79;15;8;4;2;0;2;4;11
288363;Luxury Sedan;1;0;1;51;17;7;2;1;2;13;2;9
288397;Luxury Sedan;2;0;1;63;15;8;6;2;0;14;1;19
288398;Pickup Truck;1;0;1;79;16;6;3;1;2;15;1;10
288418;Luxury Sedan;1;0;1;64;19;9;1;3;0;15;5;14
288457;Basic Sedan;1;0;1;54;10;5;2;1;1;15;4;5
288464;Luxury Sedan;1;0;1;59;14;8;1;1;2;15;4;14
288492;Luxury Sedan;1;0;1;69;19;8;6;2;1;12;3;16
288549;SUV;2;0;1;51;11;4;4;2;3;15;3;4
288578;Pickup Truck;2;0;1;61;14;7;1;2;0;2;2;9
288656;Luxury Sedan;1;0;1;72;15;9;3;1;1;15;4;14
288706;Luxury Sedan;2;0;1;78;14;9;4;2;2;3;3;8
288711;Luxury Sedan;2;0;1;56;16;9;2;2;2;15;2;16
288766;Luxury Sedan;1;0;1;79;17;9;1;3;0;15;2;17
288798;Luxury Sedan;1;0;1;67;14;7;6;2;1;15;3;9
288888;Luxury Sedan;2;0;1;57;16;9;1;2;1;15;3;14
288896;Luxury Sedan;1;0;1;61;15;9;6;2;1;14;3;14
288899;Basic Sedan;2;0;1;62;13;8;8;2;3;15;4;17
288912;SUV;1;10;1;43;10;1;1;2;4;14;2;3
288945;Luxury Sedan;1;0;1;71;15;9;2;3;2;15;4;13
289050;SUV;2;0;1;35;18;9;1;3;5;15;2;14
289055;Basic Sedan;1;0;1;44;5;2;1;3;2;15;3;8
289064;Luxury Sedan;1;0;1;70;14;9;1;3;0;15;3;16
289069;Basic Sedan;1;0;1;69;11;7;2;3;1;15;2;7
289090;SUV;1;0;1;39;15;8;6;2;4;7;1;13
289120;Basic Sedan;1;0;1;73;14;7;2;1;0;15;3;7
289126;Pickup Truck;1;0;1;66;16;9;3;3;3;15;4;14
289180;Luxury Sedan;2;0;1;44;17;8;1;3;2;15;2;13
289188;Basic Sedan;2;0;1;47;15;7;1;1;0;15;2;10
289194;Luxury Sedan;1;0;1;77;18;8;4;3;0;15;2;14
289204;Luxury Sedan;2;0;1;63;15;9;7;3;1;15;3;16
289205;Luxury Sedan;1;0;1;62;15;8;8;2;2;15;4;5
289218;Basic Sedan;1;0;1;58;2;2;1;1;2;14;5;9
289236;Basic Sedan;1;0;1;57;14;7;4;1;1;15;3;1
289276;SUV;2;0;1;51;18;7;4;3;3;13;3;13
289285;Basic Sedan;1;0;1;51;13;5;2;1;1;1;1;5
289317;Luxury Sedan;2;0;1;80;14;8;1;1;0;15;3;10
289345;SUV;1;1;1;58;17;7;3;1;1;15;3;11
289384;Basic Sedan;1;0;1;61;14;7;1;1;3;15;4;10
289396;Basic Sedan;1;1;1;46;15;7;1;2;1;8;1;10
289404;Luxury Sedan;2;0;1;72;14;9;2;1;0;10;2;10
289453;Basic Sedan;1;1;1;77;12;7;4;1;1;15;4;12
289490;Luxury Sedan;2;0;1;66;12;8;1;2;0;15;1;14
289491;Luxury Sedan;1;0;1;59;17;8;2;3;1;15;2;11
289503;Luxury Sedan;1;1;3;30;18;9;1;2;1;15;3;16
289542;Luxury Sedan;1;0;1;55;18;8;5;3;1;11;4;13
289577;Luxury Sedan;1;0;1;56;2;9;1;1;2;15;3;13
289578;Luxury Sedan;1;0;1;60;15;9;1;2;2;15;5;18
289598;Luxury Sedan;2;0;1;73;15;9;1;1;0;15;2;18
289679;Luxury Sedan;1;0;1;62;15;8;1;1;0;15;3;13
289690;SUV;1;0;1;40;15;6;1;1;6;13;2;13
289699;Basic Sedan;1;0;1;57;15;7;2;3;1;15;3;17
289714;Luxury Sedan;2;0;1;61;16;9;1;4;1;15;4;14
289715;SUV;2;0;1;61;15;8;1;2;3;15;4;11
289767;Basic Sedan;1;2;1;67;11;5;2;1;1;15;6;5
289795;SUV;1;0;1;59;14;7;2;1;0;9;3;17
289858;SUV;1;0;1;42;12;6;1;1;4;14;1;5
289875;Luxury Sedan;1;0;1;72;17;9;3;3;0;15;2;14
289890;Luxury Sedan;1;0;1;44;15;8;5;2;1;6;2;8
289970;SUV;2;0;1;52;15;7;2;2;1;15;3;6
289982;Pickup Truck;2;0;1;59;14;7;9;1;2;11;4;11
289994;Basic Sedan;2;0;1;79;10;7;1;1;1;15;4;3
290037;Luxury Sedan;1;0;1;53;17;9;1;1;1;13;4;16
290058;Luxury Sedan;2;0;1;66;18;8;4;3;1;15;4;14
290088;Luxury Sedan;1;0;1;56;12;9;1;2;0;15;5;14
290107;Luxury Sedan;1;0;1;65;13;8;2;1;1;15;2;12
290116;SUV;1;0;1;51;14;6;3;1;3;15;2;8
290153;Basic Sedan;1;0;1;67;13;8;4;2;3;15;2;9
290236;Basic Sedan;2;0;1;68;14;6;4;2;0;15;3;7
290269;Basic Sedan;1;0;1;61;12;3;2;2;1;15;3;6
290272;Luxury Sedan;1;0;1;58;14;8;1;1;2;15;4;7
290298;SUV;2;0;1;48;19;9;4;2;5;13;2;16
290325;Luxury Sedan;2;0;1;64;12;8;1;1;2;15;3;10
290379;Luxury Sedan;1;0;1;68;15;9;1;2;2;11;3;18
290391;Luxury Sedan;2;0;1;78;14;8;1;2;0;15;2;6
290393;Basic Sedan;1;0;1;73;7;2;1;2;2;15;3;5
290403;Luxury Sedan;1;0;1;76;15;9;1;3;0;4;2;8
290497;Luxury Sedan;1;0;1;68;15;9;3;3;0;15;4;9
290538;Luxury Sedan;1;0;1;47;15;8;1;1;2;15;2;16
290546;Pickup Truck;2;0;1;31;12;7;9;1;1;5;1;7
290629;Basic Sedan;1;0;1;74;15;7;1;1;0;15;2;9
290630;SUV;1;0;1;45;18;8;6;2;4;2;2;13
290639;Luxury Sedan;1;0;1;64;15;9;3;1;2;15;3;10
290654;SUV;2;0;1;48;19;9;3;3;5;0;2;16
290678;Pickup Truck;1;0;1;57;15;7;3;2;4;15;4;12
290699;Luxury Sedan;1;0;1;85;15;9;3;3;0;15;2;11
290789;SUV;1;0;1;50;15;9;3;2;7;10;4;15
290834;Luxury Sedan;1;0;1;76;14;8;1;2;1;15;2;9
290875;SUV;1;2;1;55;8;2;1;1;4;15;3;5
290884;Luxury Sedan;2;0;1;57;15;9;1;1;0;0;1;11
290936;Luxury Sedan;1;0;1;75;15;9;3;2;0;11;3;14
290980;Luxury Sedan;1;0;1;57;14;8;1;1;1;15;2;5
291032;Basic Sedan;1;1;1;62;15;7;2;1;0;15;2;6
291098;Luxury Sedan;2;0;1;64;15;9;2;2;0;15;1;19
291118;Pickup Truck;1;0;1;73;9;7;1;1;3;11;4;10
291119;SUV;2;0;1;44;15;7;2;1;6;14;2;14
291134;Luxury Sedan;1;0;1;74;15;9;1;2;0;15;2;13
291179;Pickup Truck;1;0;1;57;2;2;6;2;4;10;3;2
291215;SUV;2;0;1;47;15;8;1;2;3;13;2;10
291231;SUV;1;0;1;41;15;7;1;1;4;13;2;11
291237;Luxury Sedan;2;0;1;61;17;8;1;3;0;12;2;10
291304;Basic Sedan;2;0;1;70;11;7;1;1;0;12;2;3
291375;Luxury Sedan;2;0;1;48;17;7;4;2;1;15;2;8
291414;Luxury Sedan;2;0;1;54;12;8;3;1;0;15;2;7
291427;Basic Sedan;1;0;1;65;14;7;3;1;3;15;3;17
291505;SUV;2;0;1;59;15;7;1;3;0;13;2;11
291540;SUV;1;0;1;45;15;6;1;3;6;14;2;6
291592;Luxury Sedan;1;0;1;70;16;8;1;1;0;15;4;10
291597;Luxury Sedan;1;0;1;56;18;9;1;3;3;11;3;13
291690;Luxury Sedan;1;0;1;72;15;8;2;2;0;15;2;10
291764;Luxury Sedan;1;0;1;53;15;9;1;2;1;15;6;18
291789;SUV;1;0;1;44;15;8;1;2;5;11;2;12
291802;Luxury Sedan;1;0;1;50;15;8;1;1;1;11;2;12
291820;Basic Sedan;2;1;1;61;14;7;1;2;1;6;1;6
291845;Luxury Sedan;1;0;1;65;19;9;2;3;1;15;4;17
291907;Pickup Truck;1;0;1;54;14;4;1;1;2;15;4;7
291918;Luxury Sedan;1;0;1;66;15;7;1;1;0;12;3;11
291924;SUV;1;0;1;50;15;8;2;3;4;1;3;16
291946;SUV;1;0;1;44;15;7;1;3;4;3;2;12
291974;Pickup Truck;1;0;1;62;15;9;2;2;4;15;3;14
291985;SUV;2;0;1;59;16;9;2;2;3;15;3;14
291990;SUV;2;0;1;44;15;3;2;1;4;15;2;7
292128;SUV;1;0;1;49;16;7;1;2;4;11;3;14
292135;SUV;1;0;1;51;15;7;1;2;6;14;2;9
292143;Basic Sedan;1;0;1;62;11;6;4;1;1;15;3;6
292162;SUV;1;0;1;49;18;9;6;2;3;13;2;17
292171;Luxury Sedan;1;0;1;61;15;8;1;1;1;3;4;9
292219;Luxury Sedan;2;0;1;55;18;9;1;3;2;15;3;13
292220;SUV;2;0;1;43;19;8;1;2;5;8;2;14
292267;Pickup Truck;2;0;1;59;13;7;6;1;6;9;4;11
292279;Basic Sedan;1;0;1;69;7;4;1;2;1;15;5;3
292317;Luxury Sedan;1;0;1;67;15;8;2;2;2;15;2;12
292329;Luxury Sedan;1;0;1;72;14;7;2;1;1;4;4;9
292352;SUV;1;0;1;54;13;7;3;2;5;15;2;7
292377;Luxury Sedan;2;0;1;69;14;6;1;2;1;13;4;10
292435;SUV;2;0;1;80;15;7;1;2;2;15;2;11
292538;SUV;1;0;1;40;18;9;1;2;4;15;2;17
292578;Luxury Sedan;1;0;1;64;14;4;2;1;2;15;4;9
292646;Luxury Sedan;2;0;1;68;14;9;8;1;0;2;5;12
292723;Luxury Sedan;1;0;1;54;15;9;6;1;2;15;6;7
292748;Luxury Sedan;1;0;1;57;19;9;3;2;1;3;3;19
292766;Basic Sedan;2;0;1;58;13;4;1;1;1;15;2;5
292782;Luxury Sedan;1;0;1;57;14;5;6;1;1;15;2;6
292881;Luxury Sedan;1;0;1;70;12;9;1;2;0;6;3;15
292893;Luxury Sedan;1;0;1;70;11;9;1;1;4;15;2;14
292957;Basic Sedan;2;0;1;61;10;7;2;1;0;15;1;6
292961;Basic Sedan;1;0;1;61;14;7;1;1;4;14;5;17
293008;Basic Sedan;2;8;1;55;19;9;3;3;4;15;4;18
293018;SUV;2;3;1;35;15;7;6;2;4;15;3;13
293049;Luxury Sedan;1;0;1;59;15;8;1;3;0;8;4;16
293057;Luxury Sedan;1;0;1;78;12;8;4;2;0;15;2;8
293098;SUV;2;0;1;47;15;7;7;2;4;1;2;11
293108;Luxury Sedan;1;0;1;50;17;9;4;1;1;13;2;17
293122;Luxury Sedan;2;0;1;71;18;9;1;3;1;15;4;17
293189;Luxury Sedan;1;0;1;79;12;9;5;3;0;15;4;9
293211;Luxury Sedan;2;0;1;75;17;9;1;1;2;15;5;15
293282;Pickup Truck;1;0;1;71;14;7;1;1;0;3;1;8
293298;Luxury Sedan;1;0;1;73;14;9;1;2;0;15;2;11
293306;SUV;1;0;1;45;14;5;1;1;7;15;2;6
293319;Luxury Sedan;2;0;1;67;8;2;2;2;3;15;3;7
293328;Luxury Sedan;1;0;1;68;19;8;1;3;1;15;3;15
293358;SUV;1;0;1;46;15;8;3;1;4;15;2;17
293378;Basic Sedan;2;0;1;96;4;6;2;1;2;15;4;2
293390;SUV;1;0;1;70;14;8;1;1;3;15;4;15
293479;Basic Sedan;1;0;1;67;15;8;1;1;4;9;3;14
293491;SUV;1;0;1;54;16;8;3;1;4;10;3;13
293511;Luxury Sedan;1;0;1;78;14;9;2;3;0;4;2;13
293561;Basic Sedan;2;0;1;65;14;6;2;1;1;15;2;8
293612;Luxury Sedan;2;0;1;74;17;9;1;2;0;15;2;14
293616;Basic Sedan;2;0;1;59;13;6;1;1;1;15;3;16
293642;Luxury Sedan;2;0;1;70;13;8;5;2;2;9;4;9
293691;Luxury Sedan;2;0;1;56;19;8;1;1;0;13;2;17
293694;Basic Sedan;1;0;1;71;11;6;3;1;0;15;2;4
293860;Basic Sedan;2;0;1;57;14;6;1;4;0;12;2;6
293913;Luxury Sedan;2;3;1;69;15;8;1;1;1;0;3;7
293922;Luxury Sedan;1;0;1;69;19;9;4;3;0;15;4;15
293930;SUV;1;0;1;48;15;6;1;2;5;15;2;9
293931;Basic Sedan;2;0;1;54;11;7;3;3;2;15;1;8
293981;Basic Sedan;2;2;1;57;15;7;2;3;3;15;5;6
294004;Basic Sedan;2;0;1;70;15;9;1;2;3;15;2;6
294021;Luxury Sedan;2;0;1;65;15;7;1;2;2;7;2;11
294041;Luxury Sedan;1;0;1;50;16;9;1;1;2;13;1;12
294050;SUV;1;0;1;55;18;8;1;3;7;15;5;17
294067;Basic Sedan;1;0;1;71;14;7;3;2;0;11;2;9
294080;Basic Sedan;2;6;1;73;5;4;1;1;0;15;3;4
294160;Luxury Sedan;2;0;1;58;15;8;2;2;1;13;1;13
294170;SUV;2;0;1;56;16;8;2;3;3;15;2;11
294171;Basic Sedan;2;2;1;63;13;5;5;1;2;15;3;1
294191;Luxury Sedan;1;0;1;79;14;9;1;3;0;15;3;14
294206;Luxury Sedan;2;0;1;76;15;9;5;1;0;2;3;5
294226;Luxury Sedan;2;0;1;59;15;8;4;2;1;15;3;11
294227;SUV;2;0;1;42;19;9;1;2;4;3;2;18
294257;Luxury Sedan;1;0;1;52;3;8;1;2;0;15;6;17
294281;Basic Sedan;1;0;1;49;14;1;4;3;2;2;1;8
294377;Basic Sedan;2;0;1;53;14;7;1;1;0;15;2;3
294380;Basic Sedan;1;0;1;72;2;5;1;1;3;8;3;9
294455;Luxury Sedan;2;0;1;79;13;9;1;2;0;9;2;14
294483;Basic Sedan;1;0;1;67;10;7;1;3;0;11;1;9
294517;Basic Sedan;2;0;1;63;1;2;1;1;4;15;3;3
294558;Basic Sedan;2;1;1;73;13;7;4;2;0;15;2;6
294598;SUV;1;1;1;48;15;7;1;1;4;15;3;9
294697;Luxury Sedan;2;0;1;82;15;9;2;1;0;10;2;1
294813;Luxury Sedan;2;0;1;60;14;8;2;2;0;15;3;10
294821;Basic Sedan;1;0;1;67;4;5;1;1;4;15;2;4
294873;Basic Sedan;2;0;1;66;10;7;1;1;0;15;5;8
294874;Luxury Sedan;1;0;1;64;16;9;9;3;2;15;2;17
294898;Luxury Sedan;1;0;1;57;19;9;2;2;2;12;2;17
294943;Basic Sedan;1;0;1;66;13;6;1;1;0;15;2;6
294947;Luxury Sedan;1;0;1;59;15;9;1;2;1;15;2;10
294954;Luxury Sedan;1;0;1;68;18;7;5;2;0;15;2;13
294970;SUV;1;0;1;41;13;7;2;2;5;2;2;7
294984;Luxury Sedan;1;0;1;70;14;8;3;1;0;15;2;3
295046;Pickup Truck;1;0;1;55;17;8;1;2;3;15;2;15
295070;SUV;1;0;1;64;19;9;3;2;3;15;5;17
295106;Pickup Truck;1;0;1;58;15;8;1;3;3;15;4;13
295147;Luxury Sedan;1;0;1;54;19;8;1;3;1;10;2;10
295210;SUV;1;0;1;46;15;7;1;1;3;15;2;11
295225;SUV;2;0;1;63;15;4;1;2;1;15;3;5
295271;Luxury Sedan;1;0;1;76;15;9;7;1;2;15;1;17
295375;SUV;2;0;1;47;14;6;1;2;5;15;2;8
295393;Luxury Sedan;1;0;1;53;19;9;3;3;1;15;2;18
295422;Luxury Sedan;1;0;1;72;14;9;5;1;1;15;4;6
295461;SUV;1;0;1;51;14;8;2;2;4;11;4;17
295474;Pickup Truck;2;0;1;57;11;2;4;1;4;15;3;3
295509;Basic Sedan;1;0;1;73;12;7;1;3;0;15;1;8
